gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,No,No,28,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,38.7,1083.6,No
Male,0,Yes,Yes,60,Yes,No,DSL,No,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,115.79,6947.4,Yes
Male,0,Yes,No,4,Yes,Yes,DSL,No internet service,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,90.36,361.44,No
Female,0,Yes,Yes,68,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,25.27,1718.36,Yes
Male,0,Yes,No,55,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,112.77,6202.35,Yes
Female,0,No,Yes,51,Yes,No,DSL,No,No,No internet service,No,Yes,No,One year,No,Mailed check,31.55,1609.05,No
Male,1,Yes,No,14,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,112.41,1573.74,Yes
Female,0,Yes,Yes,19,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card,65.18,1238.42,Yes
Female,0,Yes,Yes,15,Yes,Yes,DSL,Yes,No internet service,No,No,No,No,Month-to-month,No,Electronic check,68.57,1028.55,Yes
Male,1,No,No,24,No,Yes,DSL,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Credit card,74.01,1776.24,Yes
Female,0,Yes,Yes,56,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,29.37,1644.72,No
Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,86.49,1729.8,Yes
Male,1,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No internet service,One year,No,Electronic check,85.42,341.68,No
Male,0,Yes,Yes,8,Yes,Yes,No,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,77.78,622.24,Yes
Female,1,No,Yes,10,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer,108.78,1087.8,Yes
Female,1,Yes,Yes,64,Yes,No,Fiber optic,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,67.84,4341.76,Yes
Male,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,91.05,5645.1,Yes
Male,0,No,No,25,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,53.93,1348.25,Yes
Female,0,No,No,18,Yes,Yes,DSL,No,No,No,Yes,No internet service,Yes,Month-to-month,No,Bank transfer,112.46,2024.28,Yes
Male,0,Yes,No,15,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,Yes,One year,Yes,Electronic check,113.21,1698.15,No
Male,0,Yes,Yes,55,Yes,No,No,No,No,No,Yes,No,No,One year,Yes,Bank transfer,68.21,3751.55,No
Female,0,Yes,No,67,Yes,No phone service,Fiber optic,No,No,No,Yes,No internet service,No,One year,Yes,Credit card,93.6,6271.2,No
Male,0,Yes,No,29,Yes,Yes,DSL,No,No,No,No internet service,Yes,Yes,One year,Yes,Electronic check,43.32,1256.28,No
Female,0,No,No,6,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,84.35,506.1,No
Male,0,Yes,No,11,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card,28.51,313.61,No
Female,0,Yes,No,23,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card,106.26,2443.98,No
Male,0,No,Yes,21,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,92.16,1935.36,Yes
Male,0,No,No,46,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,115.49,5312.54,Yes
Female,1,Yes,No,29,Yes,Yes,DSL,No,Yes,No,No,No internet service,No,Month-to-month,No,Electronic check,97.82,2836.78,Yes
Male,1,Yes,No,59,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,38.3,2259.7,Yes
Female,0,Yes,No,38,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No internet service,No,Month-to-month,No,Bank transfer,66.75,2536.5,Yes
Male,1,No,Yes,19,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,74.24,1410.56,No
Female,0,No,No,25,Yes,No,DSL,No internet service,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card,102.85,2571.25,Yes
Female,0,No,Yes,48,No,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card,75.04,3601.92,No
Female,0,No,Yes,68,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card,67.67,4601.56,Yes
Female,0,Yes,No,41,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,91.3,3743.3,Yes
Male,1,Yes,No,5,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card,84.22,421.1,Yes
Male,0,Yes,No,52,No,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,94.88,4933.76,Yes
Female,0,No,No,33,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Two year,Yes,Electronic check,67.51,2227.83,No
Female,0,No,No,68,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,92.35,6279.8,Yes
Female,0,Yes,Yes,9,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No internet service,Month-to-month,No,Mailed check,117.11,1053.99,Yes
Male,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,No,No internet service,Yes,Two year,Yes,Credit card,38.16,1030.32,No
Male,0,No,No,2,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,25.23,50.46,No
Male,0,Yes,No,47,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,77.07,3622.29,No
Male,0,No,No,65,Yes,Yes,DSL,No,Yes,Yes,No internet service,No,Yes,Two year,Yes,Bank transfer,35.85,2330.25,No
Female,0,Yes,No,34,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No,One year,No,Mailed check,36.51,1241.34,No
Female,0,Yes,No,51,Yes,Yes,DSL,No,No,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer,87.21,4447.71,Yes
Female,0,Yes,No,61,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,62.2,3794.2,Yes
Male,0,No,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,23.25,1185.75,No
Male,0,No,No,46,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,76.16,3503.36,No
Male,0,Yes,No,53,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card,44.44,2355.32,Yes
Female,0,No,No,27,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,63.38,1711.26,Yes
Female,0,No,No,22,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,23.9,525.8,Yes
Male,1,No,No,34,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,26.35,895.9,Yes
Female,0,Yes,No,31,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Credit card,39.15,1213.65,No
Male,0,No,No,1,Yes,No,No,Yes,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card,91.83,91.83,Yes
Male,1,Yes,No,15,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,Yes,One year,No,Electronic check,99.0,1485.0,Yes
Female,0,Yes,No,15,Yes,Yes,DSL,No,No internet service,No,No,Yes,Yes,Month-to-month,No,Credit card,54.38,815.7,Yes
Male,0,Yes,No,50,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,32.56,1628.0,Yes
Female,0,Yes,No,66,Yes,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card,113.64,7500.24,Yes
Male,0,No,No,53,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,No,Bank transfer,98.72,5232.16,Yes
Female,0,Yes,Yes,19,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,36.49,693.31,Yes
Female,1,Yes,Yes,32,Yes,Yes,No,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,42.69,1366.08,Yes
Female,0,No,No,7,Yes,Yes,Fiber optic,No,No internet service,No,No,No internet service,No,Month-to-month,Yes,Mailed check,23.65,165.55,Yes
Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,Yes,No,No internet service,Month-to-month,No,Mailed check,110.09,2532.07,Yes
Male,1,No,No,52,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,113.33,5893.16,Yes
Female,1,Yes,Yes,63,Yes,No,DSL,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,28.29,1782.27,Yes
Female,0,No,Yes,57,No,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer,34.69,1977.33,Yes
Male,0,Yes,No,36,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer,40.53,1459.08,Yes
Male,0,No,Yes,11,Yes,No phone service,No,No,Yes,No,No,Yes,No,One year,No,Electronic check,38.09,418.99,No
Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,114.06,342.18,Yes
Female,0,No,No,30,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer,46.13,1383.9,No
Male,1,Yes,No,37,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer,57.49,2127.13,Yes
Male,0,Yes,Yes,36,Yes,No,DSL,No,No,Yes,No internet service,No,No,Two year,No,Credit card,26.87,967.32,No
Female,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No,One year,Yes,Mailed check,82.85,1077.05,Yes
Male,0,Yes,No,23,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,No,Two year,Yes,Bank transfer,46.6,1071.8,No
Male,0,Yes,Yes,9,No,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Mailed check,44.52,400.68,No
Male,0,No,No,37,Yes,Yes,DSL,No internet service,No,No,No,No,No,Month-to-month,No,Electronic check,117.71,4355.27,Yes
Female,0,Yes,No,42,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No,One year,No,Bank transfer,23.86,1002.12,No
Female,0,No,Yes,36,No,No phone service,Fiber optic,No,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,38.71,1393.56,Yes
Female,0,Yes,Yes,41,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card,71.32,2924.12,No
Female,0,Yes,Yes,31,No,Yes,Fiber optic,Yes,No,No,No,Yes,No internet service,One year,Yes,Credit card,76.23,2363.13,No
Female,0,No,No,13,Yes,Yes,DSL,Yes,No,No internet service,No internet service,No,Yes,One year,Yes,Mailed check,91.31,1187.03,No
Female,0,No,Yes,3,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,40.91,122.73,Yes
Female,0,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card,59.41,1366.43,Yes
Male,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Credit card,48.72,438.48,No
Male,0,No,No,15,Yes,Yes,No,No,No,Yes,No,No,No internet service,Month-to-month,No,Credit card,103.45,1551.75,Yes
Female,0,Yes,Yes,38,Yes,No phone service,DSL,No,No internet service,No,No,Yes,No,Month-to-month,No,Mailed check,55.98,2127.24,Yes
Male,0,Yes,No,17,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,46.11,783.87,Yes
Male,0,No,No,24,Yes,Yes,DSL,Yes,No internet service,No,No,Yes,Yes,Two year,No,Credit card,81.68,1960.32,Yes
Female,0,Yes,No,6,Yes,No phone service,No,No internet service,No,No,No,Yes,No,One year,Yes,Electronic check,30.75,184.5,No
Male,1,Yes,No,55,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,104.9,5769.5,Yes
Male,0,No,No,46,No,No,DSL,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,47.9,2203.4,Yes
Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,102.4,204.8,Yes
Male,0,Yes,No,0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,119.14,0.0,Yes
Male,0,Yes,No,32,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer,22.13,708.16,Yes
Female,1,Yes,No,70,Yes,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card,39.2,2744.0,Yes
Female,0,No,Yes,58,No,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,94.68,5491.44,Yes
Female,0,No,No,71,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,Yes,One year,Yes,Mailed check,28.28,2007.88,No
Male,0,Yes,No,31,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,64.65,2004.15,Yes
Female,0,Yes,Yes,16,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,35.06,560.96,Yes
Male,0,Yes,No,16,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,66.98,1071.68,Yes
Male,0,Yes,Yes,20,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card,21.26,425.2,No
Male,0,No,Yes,54,Yes,No phone service,DSL,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Mailed check,35.05,1892.7,Yes
Male,0,Yes,No,5,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No,No,Two year,Yes,Mailed check,47.5,237.5,No
Female,1,Yes,No,48,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No,No internet service,One year,Yes,Mailed check,39.79,1909.92,No
Female,1,Yes,No,25,No,Yes,Fiber optic,No,Yes,Yes,No internet service,No,No,Month-to-month,No,Mailed check,56.14,1403.5,Yes
Male,0,Yes,No,31,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,34.49,1069.19,No
Female,0,Yes,Yes,71,Yes,No,DSL,No internet service,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,102.08,7247.68,Yes
Male,0,No,No,43,Yes,No,No,No internet service,No,No internet service,No,No,Yes,Two year,No,Bank transfer,72.03,3097.29,No
Female,0,No,Yes,58,Yes,No,DSL,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Credit card,51.02,2959.16,Yes
Female,1,No,No,28,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,No,Yes,One year,Yes,Electronic check,49.52,1386.56,No
Male,0,No,No,16,Yes,No,DSL,No internet service,No internet service,Yes,No,Yes,Yes,Two year,No,Mailed check,44.4,710.4,No
Female,0,No,No,17,Yes,Yes,No,Yes,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer,70.52,1198.84,Yes
Male,0,No,No,39,Yes,Yes,No,No internet service,Yes,No,Yes,No,Yes,Two year,No,Bank transfer,73.12,2851.68,No
Female,0,No,No,62,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card,119.16,7387.92,Yes
Male,1,Yes,No,44,No,Yes,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,82.9,3647.6,Yes
Male,1,Yes,Yes,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card,73.14,146.28,Yes
Female,0,Yes,No,2,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card,23.83,47.66,Yes
Female,0,No,Yes,37,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer,75.0,2775.0,Yes
Male,1,No,No,39,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,69.49,2710.11,Yes
Female,1,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,109.66,7347.22,Yes
Female,0,Yes,No,53,Yes,Yes,No,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,92.26,4889.78,Yes
Male,0,Yes,No,19,Yes,Yes,DSL,No,No internet service,No,No,No,No internet service,Month-to-month,Yes,Mailed check,67.96,1291.24,Yes
Male,0,Yes,No,14,No,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card,42.81,599.34,No
Female,0,Yes,Yes,4,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,Yes,One year,No,Electronic check,91.45,365.8,No
Male,1,Yes,Yes,38,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,48.69,1850.22,Yes
Male,0,Yes,No,39,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Mailed check,55.29,2156.31,No
Male,1,No,No,6,Yes,Yes,DSL,No,Yes,No,Yes,No internet service,No,Month-to-month,No,Electronic check,89.24,535.44,Yes
Female,0,No,No,71,Yes,No,Fiber optic,No,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer,51.24,3638.04,Yes
Female,0,No,No,32,Yes,Yes,No,No,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,49.69,1590.08,Yes
Male,0,No,Yes,36,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Electronic check,64.22,2311.92,No
Female,0,No,No,31,Yes,Yes,No,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card,86.35,2676.85,Yes
Male,0,No,Yes,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,One year,Yes,Electronic check,114.18,4795.56,Yes
Female,0,No,Yes,62,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No,Yes,One year,Yes,Credit card,34.87,2161.94,No
Male,0,No,Yes,35,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,45.26,1584.1,Yes
Male,0,Yes,No,48,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,Two year,No,Electronic check,118.54,5689.92,Yes
Female,0,Yes,No,24,Yes,No phone service,DSL,No,No internet service,No,No,Yes,Yes,One year,Yes,Credit card,81.71,1961.04,Yes
Male,0,No,Yes,65,Yes,No,Fiber optic,No,No,No,No internet service,No,No internet service,One year,Yes,Mailed check,20.96,1362.4,No
Female,0,Yes,No,8,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,109.46,875.68,Yes
Female,0,Yes,No,17,Yes,Yes,DSL,No,No internet service,No,Yes,No,No,One year,Yes,Bank transfer,48.21,819.57,No
Male,0,Yes,No,21,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,75.0,1575.0,No
Male,0,Yes,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,56.72,794.08,Yes
Female,0,No,Yes,6,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,No,One year,Yes,Credit card,37.43,224.58,No
Male,0,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card,80.2,962.4,Yes
Male,0,Yes,Yes,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card,41.5,1452.5,No
Male,0,Yes,No,15,Yes,Yes,No,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,42.8,642.0,No
Male,1,No,No,40,Yes,No phone service,DSL,Yes,No internet service,No,No,No internet service,No internet service,One year,No,Electronic check,100.27,4010.8,Yes
Male,0,No,Yes,20,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.31,1686.2,Yes
Female,0,No,No,27,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card,111.84,3019.68,Yes
Female,0,No,Yes,16,Yes,Yes,Fiber optic,No,No,No,No internet service,No,Yes,Two year,No,Electronic check,63.8,1020.8,No
Male,0,Yes,No,64,Yes,No,DSL,No internet service,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer,70.5,4512.0,Yes
Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,26.94,323.28,No
Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,55.98,1959.3,Yes
Female,0,No,No,57,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No internet service,No,Two year,Yes,Credit card,24.88,1418.16,No
Male,0,No,Yes,19,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,55.01,1045.19,Yes
Female,0,Yes,No,51,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card,60.87,3104.37,No
Female,0,Yes,No,5,Yes,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,37.31,186.55,Yes
Female,0,Yes,No,22,Yes,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,105.51,2321.22,Yes
Male,0,No,No,41,Yes,Yes,DSL,Yes,No,No,Yes,No internet service,No,One year,Yes,Credit card,53.67,2200.47,No
Female,0,Yes,No,23,Yes,No,Fiber optic,No,No internet service,No,No,No,Yes,One year,Yes,Mailed check,25.47,585.81,No
Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,59.04,236.16,Yes
Female,0,Yes,Yes,31,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer,74.8,2318.8,No
Male,0,No,No,45,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,67.8,3051.0,Yes
Female,0,No,Yes,16,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No,No,Month-to-month,Yes,Credit card,76.34,1221.44,Yes
Male,0,Yes,No,26,Yes,Yes,DSL,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer,108.25,2814.5,Yes
Female,0,No,No,67,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,22.93,1536.31,Yes
Male,0,Yes,No,22,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,98.92,2176.24,Yes
Male,0,No,No,33,Yes,Yes,Fiber optic,Yes,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card,57.59,1900.47,Yes
Male,0,Yes,Yes,20,No,No phone service,Fiber optic,Yes,No,No internet service,Yes,No,No,Month-to-month,Yes,Credit card,58.4,1168.0,Yes
Male,0,No,Yes,21,Yes,No phone service,Fiber optic,No internet service,No,No,No,No,Yes,Two year,No,Credit card,79.02,1659.42,No
Female,1,Yes,Yes,64,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,Yes,No,One year,No,Bank transfer,79.36,5079.04,No
Female,0,Yes,No,31,Yes,No,Fiber optic,No,No,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,30.57,947.67,Yes
Male,0,No,No,61,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,83.39,5086.79,Yes
Female,1,Yes,No,27,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,37.54,1013.58,Yes
Male,0,Yes,No,6,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,49.5,297.0,Yes
Male,0,Yes,No,53,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,No,Two year,Yes,Mailed check,68.36,3623.08,No
Female,0,Yes,No,69,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,86.73,5984.37,Yes
Male,0,Yes,Yes,13,Yes,No,DSL,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,95.72,1244.36,Yes
Male,0,Yes,Yes,54,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No,One year,No,Bank transfer,91.91,4963.14,No
Female,0,No,No,57,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No,One year,Yes,Bank transfer,72.03,4105.71,No
Male,0,No,No,43,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,Yes,Two year,No,Electronic check,37.02,1591.86,No
Male,0,Yes,No,45,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer,87.68,3945.6,Yes
Male,1,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,117.66,1529.58,Yes
Male,1,No,No,43,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,No internet service,One year,Yes,Electronic check,101.64,4370.52,Yes
Female,0,Yes,No,40,Yes,No,DSL,No,Yes,No,No,No,No internet service,Two year,No,Credit card,63.1,2524.0,No
Female,0,Yes,Yes,1,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,65.93,65.93,No
Female,0,No,Yes,4,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No,Month-to-month,No,Electronic check,115.44,461.76,Yes
Male,1,No,Yes,11,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,26.78,294.58,No
Male,0,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,79.29,3647.34,No
Female,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,No,No,Yes,No internet service,One year,No,Electronic check,34.1,1159.4,No
Male,0,Yes,No,18,Yes,Yes,DSL,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,27.54,495.72,Yes
Male,0,No,No,62,Yes,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,48.44,3003.28,Yes
Male,0,Yes,No,7,No,No,Fiber optic,Yes,No,No,No,Yes,No internet service,Month-to-month,No,Electronic check,42.95,300.65,Yes
Male,0,No,Yes,22,No,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,24.55,540.1,Yes
Female,0,Yes,No,12,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No,Yes,One year,No,Credit card,105.3,1263.6,Yes
Female,0,Yes,No,22,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,103.52,2277.44,Yes
Female,0,Yes,No,30,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card,88.07,2642.1,Yes
